inspection_id,company,farm_id,farm_name,district,zone,tree_code,variety,planting_date,status,disease,severity,confidence,temperature,humidity,rainfall_mm,wind_speed,latitude,longitude,inspection_date
INSP00099,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0809,Monthong,2023-03-03,Healthy,Healthy,None,86.66,26.3,90,81.4,5.7,13.006614,108.456564,2026-03-28T00:00:00
INSP00100,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0939,Ri6,2017-05-16,Healthy,Healthy,None,99.26,31.1,80,15.5,14.2,12.559303,108.358922,2026-03-27T00:00:00
INSP00101,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0521,Ri6,2016-11-12,Monitoring,Anthracnose,Medium,86.15,34.4,76,113.7,9.7,12.65858,107.937565,2026-06-21T00:00:00
INSP00102,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0856,Monthong,2020-08-20,Healthy,Healthy,None,90.48,30.6,94,15.7,7.5,12.613573,108.631345,2026-01-26T00:00:00
INSP00103,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0693,Monthong,2017-09-18,Healthy,Healthy,None,99.29,29.9,83,28.1,4.8,13.175918,108.58437,2026-04-23T00:00:00
INSP00104,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0788,Ri6,2022-04-02,Diseased,Stem Cracking Gummosis,Medium,90.01,27.4,65,98.0,16.0,12.596879,108.050003,2026-06-23T00:00:00
INSP00105,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0086,Monthong,2022-04-29,Monitoring,Stem Blight,Medium,88.94,28.7,82,11.0,18.2,13.071692,108.68463,2026-05-22T00:00:00
INSP00106,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0242,Ri6,2023-04-22,Healthy,Healthy,None,81.62,24.9,75,111.7,16.8,12.954972,108.591381,2026-01-14T00:00:00
INSP00107,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0778,Monthong,2014-11-10,Diseased,Stem Blight,Medium,92.25,33.8,56,30.7,16.7,12.884163,108.527235,2026-03-15T00:00:00
INSP00108,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0125,Ri6,2023-06-30,Monitoring,Canker,Medium,92.72,30.1,59,13.3,18.1,12.917717,107.816435,2026-01-29T00:00:00
INSP00109,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0630,Ri6,2019-06-05,Healthy,Healthy,None,91.36,24.4,60,62.8,7.2,13.167383,108.344082,2026-02-06T00:00:00
INSP00110,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0383,Ri6,2014-06-16,Monitoring,Pink Disease,Low,87.11,22.9,70,88.0,12.6,13.040051,108.535187,2026-04-10T00:00:00
INSP00111,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0834,Monthong,2016-12-28,Healthy,Healthy,None,96.52,30.9,85,75.8,16.2,12.54417,108.57619,2026-01-12T00:00:00
INSP00112,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0908,Ri6,2014-10-30,Healthy,Healthy,None,98.57,28.7,89,56.8,0.7,12.95283,108.086111,2026-03-17T00:00:00
INSP00113,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0448,Dona,2021-06-12,Healthy,Healthy,None,94.79,33.6,79,40.7,3.7,12.984448,108.167347,2026-03-11T00:00:00
INSP00114,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0617,Dona,2019-12-25,Monitoring,Anthracnose,Low,90.85,26.2,60,39.4,5.9,12.812141,108.517663,2026-01-22T00:00:00
INSP00115,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0630,Dona,2023-12-16,Healthy,Healthy,None,85.46,34.7,58,9.0,12.8,12.754318,108.601096,2026-03-31T00:00:00
INSP00116,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0130,Ri6,2014-09-13,Diseased,Mealybug,High,87.29,27.0,91,3.9,3.1,12.814946,108.170965,2026-02-06T00:00:00
INSP00117,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0408,Ri6,2015-09-22,Healthy,Healthy,None,85.55,34.5,56,88.3,10.0,12.770891,108.361673,2026-05-27T00:00:00
INSP00118,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0293,Monthong,2019-11-03,Healthy,Healthy,None,99.87,24.6,63,102.3,9.0,13.129075,108.245111,2026-06-30T00:00:00
INSP00119,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0564,Monthong,2021-03-03,Healthy,Healthy,None,97.74,33.1,95,20.9,7.2,12.656969,108.785133,2026-06-20T00:00:00
INSP00120,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0587,Ri6,2019-04-24,Healthy,Healthy,None,95.99,29.2,94,106.1,1.3,12.778712,108.516934,2026-05-07T00:00:00
INSP00121,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0996,Ri6,2025-10-16,Monitoring,Canker,Low,88.95,30.8,77,15.4,16.6,12.885912,108.387786,2026-04-16T00:00:00
INSP00122,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0531,Ri6,2023-09-15,Monitoring,Stem Blight,Low,83.22,34.2,69,41.5,18.8,13.126448,108.645934,2026-05-09T00:00:00
INSP00123,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0641,Ri6,2018-05-28,Diseased,Stem Cracking Gummosis,High,81.86,30.3,92,113.0,3.1,12.961113,108.520633,2026-06-12T00:00:00
INSP00124,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0084,Ri6,2021-07-28,Healthy,Healthy,None,92.76,29.5,96,25.3,11.4,12.932676,107.830286,2026-05-25T00:00:00
INSP00125,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0825,Dona,2020-06-30,Diseased,Stem Cracking Gummosis,Medium,85.92,22.9,58,19.0,8.3,12.82511,108.140193,2026-06-14T00:00:00
INSP00126,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0134,Monthong,2021-01-04,Diseased,Anthracnose,High,91.18,26.1,84,14.7,9.0,12.598614,107.850605,2026-03-23T00:00:00
INSP00127,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0957,Monthong,2023-05-19,Monitoring,Stem Cracking Gummosis,Medium,83.78,24.1,87,56.0,17.6,12.848159,107.890049,2026-03-05T00:00:00
INSP00128,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0362,Ri6,2025-05-03,Monitoring,Stem Cracking Gummosis,Medium,89.85,33.5,96,80.7,5.7,12.505724,107.907497,2026-04-28T00:00:00
INSP00129,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0411,Ri6,2019-12-07,Diseased,Canker,High,83.87,29.2,59,46.4,9.0,12.8849,108.625311,2026-04-04T00:00:00
INSP00130,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0814,Dona,2016-08-31,Diseased,Yellow Leaf,High,98.69,31.8,67,72.3,8.0,12.528178,107.838914,2026-02-02T00:00:00
INSP00131,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0915,Monthong,2024-08-16,Healthy,Healthy,None,86.53,30.0,65,47.2,12.3,13.089821,108.393725,2026-05-13T00:00:00
INSP00132,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0307,Monthong,2025-06-07,Healthy,Healthy,None,80.33,26.3,62,117.6,11.7,13.057728,108.525324,2026-05-17T00:00:00
INSP00133,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0598,Monthong,2024-08-23,Monitoring,Stem Cracking Gummosis,High,92.52,30.1,79,17.7,13.6,12.522099,108.748205,2026-03-09T00:00:00
INSP00134,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0156,Ri6,2018-04-12,Healthy,Healthy,None,84.06,28.5,94,110.5,17.5,13.015086,107.862281,2026-01-05T00:00:00
INSP00135,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0539,Ri6,2025-08-20,Healthy,Healthy,None,99.04,28.0,89,41.1,7.1,13.040393,108.520925,2026-02-23T00:00:00
INSP00136,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0306,Ri6,2024-11-10,Diseased,Stem Cracking Gummosis,Medium,95.35,31.2,86,38.0,7.0,13.15359,108.595405,2026-02-19T00:00:00
INSP00137,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0389,Dona,2020-06-15,Healthy,Healthy,None,87.85,26.5,64,34.9,5.8,12.999899,108.146364,2026-02-01T00:00:00
INSP00138,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0278,Dona,2019-10-02,Healthy,Healthy,None,93.85,23.8,94,88.9,4.8,12.535536,108.705184,2026-05-03T00:00:00
INSP00139,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0735,Monthong,2019-03-23,Healthy,Healthy,None,93.56,23.8,90,117.3,3.2,12.957025,108.680647,2026-01-14T00:00:00
INSP00140,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0329,Ri6,2024-09-16,Healthy,Healthy,None,81.18,32.0,96,68.9,10.7,13.006182,108.736669,2026-06-16T00:00:00
INSP00141,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0807,Monthong,2023-05-17,Monitoring,Stem Blight,High,99.15,34.0,57,1.1,11.4,12.57511,108.782994,2026-02-15T00:00:00
INSP00142,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0911,Dona,2024-03-11,Healthy,Healthy,None,96.94,28.1,67,97.1,6.6,13.011783,108.448285,2026-06-14T00:00:00
INSP00143,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0626,Dona,2014-04-26,Monitoring,Fruit Rot,Medium,96.46,28.7,60,48.1,1.9,13.18718,108.277454,2026-03-28T00:00:00
INSP00144,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0772,Ri6,2014-02-25,Healthy,Healthy,None,86.56,29.6,91,1.4,13.1,12.984938,107.862124,2026-03-08T00:00:00
INSP00145,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0946,Dona,2024-06-09,Healthy,Healthy,None,94.0,26.0,62,76.6,18.8,12.757281,108.020849,2026-03-20T00:00:00
INSP00146,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0383,Ri6,2024-09-22,Healthy,Healthy,None,90.93,28.1,89,96.2,16.5,13.033302,108.480342,2026-02-09T00:00:00
INSP00147,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0080,Dona,2015-11-02,Healthy,Healthy,None,82.23,32.8,87,24.3,10.7,12.615176,108.654486,2026-05-15T00:00:00
INSP00148,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0501,Ri6,2016-08-10,Healthy,Healthy,None,90.16,32.5,84,15.8,8.3,12.894738,108.358797,2026-06-24T00:00:00
INSP00149,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0764,Ri6,2014-06-28,Healthy,Healthy,None,81.45,27.5,59,64.9,1.2,13.125953,108.786137,2026-04-12T00:00:00
INSP00150,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0785,Monthong,2014-09-17,Healthy,Healthy,None,94.51,34.5,78,119.1,7.6,13.108734,108.706767,2026-03-15T00:00:00
INSP00151,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0122,Ri6,2015-10-20,Monitoring,Stem Cracking Gummosis,High,87.82,23.7,69,100.2,15.1,13.184943,108.263004,2026-06-24T00:00:00
INSP00152,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0254,Monthong,2023-07-07,Healthy,Healthy,None,83.09,24.5,62,3.9,13.2,12.930446,108.736238,2026-05-17T00:00:00
INSP00153,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0035,Ri6,2019-05-26,Healthy,Healthy,None,93.37,33.3,70,88.9,8.0,12.664037,108.017269,2026-02-22T00:00:00
INSP00154,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0327,Monthong,2017-02-21,Monitoring,Yellow Leaf,High,96.29,25.1,64,118.3,10.4,12.789492,108.075154,2026-05-09T00:00:00
INSP00155,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0508,Ri6,2017-12-05,Healthy,Healthy,None,86.85,30.4,79,94.3,6.4,12.791427,107.949218,2026-06-10T00:00:00
INSP00156,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0308,Dona,2018-02-15,Healthy,Healthy,None,82.87,28.0,58,67.5,19.4,12.890101,107.934093,2026-05-18T00:00:00
INSP00157,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0945,Ri6,2019-09-20,Healthy,Healthy,None,87.38,29.0,67,6.2,7.5,12.923479,107.839548,2026-02-22T00:00:00
INSP00158,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0214,Dona,2018-03-22,Monitoring,Anthracnose,Medium,86.03,33.8,68,112.5,19.2,12.582121,108.799572,2026-05-31T00:00:00
INSP00159,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0407,Dona,2019-06-11,Healthy,Healthy,None,90.99,32.1,79,56.0,13.0,12.715896,108.159645,2026-06-28T00:00:00
INSP00160,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0937,Ri6,2024-06-14,Diseased,Fruit Rot,Medium,88.24,29.3,69,89.0,0.3,12.887318,108.384032,2026-01-26T00:00:00
INSP00161,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0389,Monthong,2020-08-15,Healthy,Healthy,None,84.89,29.2,76,30.9,16.4,13.176556,108.441694,2026-02-09T00:00:00
INSP00162,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0144,Monthong,2024-05-03,Diseased,Anthracnose,Medium,83.66,33.6,96,114.9,10.5,13.087348,107.87433,2026-02-13T00:00:00
INSP00163,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0070,Monthong,2014-02-22,Healthy,Healthy,None,80.18,28.6,78,7.3,12.8,13.153733,108.712751,2026-04-16T00:00:00
INSP00164,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0013,Ri6,2014-05-09,Healthy,Healthy,None,94.37,29.0,73,2.1,16.3,12.971823,108.606168,2026-01-02T00:00:00
INSP00165,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0197,Monthong,2016-05-26,Healthy,Healthy,None,85.02,26.6,80,9.5,19.2,12.821298,108.043208,2026-01-25T00:00:00
INSP00166,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0096,Ri6,2020-09-23,Monitoring,Mealybug,Medium,91.0,22.7,55,84.3,1.7,13.091731,108.444907,2026-06-25T00:00:00
INSP00167,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0923,Dona,2016-02-21,Monitoring,Stem Blight,High,89.46,22.6,59,82.1,5.6,12.880121,108.458109,2026-05-16T00:00:00
INSP00168,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0952,Ri6,2021-01-20,Monitoring,Stem Cracking Gummosis,Low,91.22,29.4,79,81.2,10.8,12.768692,108.539745,2026-01-05T00:00:00
INSP00169,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0238,Dona,2025-03-26,Healthy,Healthy,None,86.78,32.0,93,47.6,15.5,12.520738,108.073327,2026-03-30T00:00:00
INSP00170,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0443,Ri6,2025-01-02,Healthy,Healthy,None,91.66,26.9,94,35.4,4.9,12.551455,108.067972,2026-02-28T00:00:00
INSP00171,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0094,Ri6,2017-06-17,Healthy,Healthy,None,86.13,26.7,72,12.3,1.7,12.801686,108.356985,2026-04-10T00:00:00
INSP00172,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0568,Ri6,2023-02-25,Healthy,Healthy,None,91.9,26.2,79,1.5,8.3,13.045418,108.524844,2026-01-27T00:00:00
INSP00173,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0174,Ri6,2019-06-12,Healthy,Healthy,None,85.99,28.4,59,20.1,5.5,12.709827,108.582667,2026-05-27T00:00:00
INSP00174,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0632,Ri6,2019-08-24,Diseased,Anthracnose,Low,82.7,22.1,80,39.9,12.4,13.062854,108.129542,2026-03-05T00:00:00
INSP00175,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0329,Monthong,2023-08-29,Monitoring,Yellow Leaf,High,84.0,26.1,80,116.2,5.8,12.98647,108.291007,2026-06-16T00:00:00
INSP00176,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0374,Ri6,2019-06-09,Healthy,Healthy,None,91.22,29.7,89,21.6,15.4,12.518841,108.527213,2026-03-25T00:00:00
INSP00177,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0690,Monthong,2023-11-01,Monitoring,Mealybug,High,86.03,25.3,64,85.8,15.8,12.551776,108.790701,2026-03-16T00:00:00
INSP00178,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0557,Ri6,2022-12-28,Healthy,Healthy,None,99.27,31.1,89,71.3,18.3,12.576559,108.048231,2026-05-17T00:00:00
INSP00179,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0661,Monthong,2017-09-24,Healthy,Healthy,None,87.95,31.8,82,12.7,2.0,12.655401,108.546853,2026-06-15T00:00:00
INSP00180,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0791,Monthong,2018-12-16,Healthy,Healthy,None,93.74,24.0,56,57.9,5.9,13.144383,107.885855,2026-04-25T00:00:00
INSP00181,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0534,Monthong,2021-10-24,Healthy,Healthy,None,89.48,27.7,83,38.3,6.0,13.06713,107.915085,2026-03-21T00:00:00
INSP00182,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0179,Monthong,2016-06-14,Monitoring,Fruit Rot,Medium,91.14,34.5,69,95.7,12.6,12.630471,108.457308,2026-06-23T00:00:00
INSP00183,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0440,Ri6,2014-08-28,Diseased,Sooty Mold,High,84.27,25.6,59,69.3,16.0,12.875822,108.165793,2026-06-07T00:00:00
INSP00184,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0541,Dona,2024-04-06,Healthy,Healthy,None,86.24,27.1,80,70.4,7.0,13.091862,108.417363,2026-01-30T00:00:00
INSP00185,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0245,Ri6,2015-11-26,Healthy,Healthy,None,83.64,31.0,87,46.6,11.9,12.902364,108.223039,2026-06-22T00:00:00
INSP00186,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0144,Ri6,2017-11-20,Healthy,Healthy,None,96.76,30.1,77,114.2,9.7,12.63659,108.183944,2026-05-23T00:00:00
INSP00187,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0426,Monthong,2025-05-03,Healthy,Healthy,None,88.83,24.2,91,3.7,15.2,12.704463,108.074853,2026-06-17T00:00:00
INSP00188,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0524,Ri6,2020-06-22,Diseased,Canker,Low,85.33,29.1,78,65.0,15.1,13.032003,108.241367,2026-02-13T00:00:00
INSP00189,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0896,Dona,2023-07-15,Monitoring,Anthracnose,Medium,85.23,33.2,60,52.7,19.9,13.042942,108.036946,2026-01-27T00:00:00
INSP00190,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0631,Ri6,2021-11-12,Healthy,Healthy,None,84.11,24.7,58,68.4,10.6,12.9178,107.968377,2026-06-06T00:00:00
INSP00191,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0922,Monthong,2020-06-28,Healthy,Healthy,None,81.89,34.5,81,110.3,19.8,13.106933,107.926888,2026-05-27T00:00:00
INSP00192,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0502,Ri6,2019-08-08,Monitoring,Anthracnose,High,85.35,27.4,83,9.1,15.9,13.038219,108.202851,2026-02-07T00:00:00
INSP00193,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0003,Dona,2022-04-12,Diseased,Stem Cracking Gummosis,High,81.85,34.6,95,79.7,7.2,12.544331,108.334424,2026-04-27T00:00:00
INSP00194,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0849,Ri6,2023-08-21,Healthy,Healthy,None,90.89,23.7,86,94.6,17.9,13.033578,107.845943,2026-02-24T00:00:00
INSP00195,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0468,Ri6,2014-05-14,Monitoring,Stem Blight,Medium,84.03,31.0,63,105.9,6.0,13.112096,108.676595,2026-02-01T00:00:00
INSP00196,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0054,Ri6,2022-01-31,Healthy,Healthy,None,86.08,31.1,69,51.5,1.8,12.566629,108.013421,2026-03-06T00:00:00
